MA_QAOA, 2, False , [(0, 1), (1, 2), (1, 3), (3, 4), (4, 5), (5, 6), (5, 7)], [(0, 1), (1, 2), (1, 3), (3, 4), (4, 5), (5, 6), (5, 7)], [(0, 1), (1, 2), (1, 3), (3, 4), (4, 5), (5, 6), (5, 7)], 0.9285714285478195
MA_QAOA, 2, False , [(0, 1), (1, 2), (1, 3), (3, 4), (4, 5), (5, 6), (5, 7)], [(0, 1), (1, 2), (1, 3), (3, 4), (4, 5), (5, 6), (5, 7)], [(0, 1), (1, 2), (1, 3), (3, 4), (4, 5), (5, 6), (5, 7)], 0.9285714285322043
MA_QAOA, 2, False , [(0, 1), (1, 2), (1, 3), (3, 4), (4, 5), (5, 6), (5, 7)], [(0, 1), (1, 2), (1, 3), (3, 4), (4, 5), (5, 6), (5, 7)], [(0, 1), (1, 2), (1, 3), (3, 4), (4, 5), (5, 6), (5, 7)], 0.9285714285659067
MA_QAOA, 2, False , [(0, 1), (1, 2), (1, 3), (3, 4), (4, 5), (5, 6), (5, 7)], [(0, 1), (1, 2), (1, 3), (3, 4), (4, 5), (5, 6), (5, 7)], [(0, 1), (1, 2), (1, 3), (3, 4), (4, 5), (5, 6), (5, 7)], 0.9285714285622332
MA_QAOA, 2, False , [(0, 1), (1, 2), (1, 3), (3, 4), (4, 5), (5, 6), (5, 7)], [(0, 1), (1, 2), (1, 3), (3, 4), (4, 5), (5, 6), (5, 7)], [(0, 1), (1, 2), (1, 3), (3, 4), (4, 5), (5, 6), (5, 7)], 0.928571428568187
MA_QAOA, 2, False , [(0, 1), (1, 2), (1, 3), (3, 4), (4, 5), (5, 6), (5, 7)], [(0, 1), (1, 2), (1, 3), (3, 4), (4, 5), (5, 6), (5, 7)], [(0, 1), (1, 2), (1, 3), (3, 4), (4, 5), (5, 6), (5, 7)], 0.9285714285704031
MA_QAOA, 2, False , [(0, 1), (1, 2), (1, 3), (3, 4), (4, 5), (5, 6), (5, 7)], [(0, 1), (1, 2), (1, 3), (3, 4), (4, 5), (5, 6), (5, 7)], [(0, 1), (1, 2), (1, 3), (3, 4), (4, 5), (5, 6), (5, 7)], 0.9285714285683905
MA_QAOA, 2, False , [(0, 1), (1, 2), (1, 3), (3, 4), (4, 5), (5, 6), (5, 7)], [(0, 1), (1, 2), (1, 3), (3, 4), (4, 5), (5, 6), (5, 7)], [(0, 1), (1, 2), (1, 3), (3, 4), (4, 5), (5, 6), (5, 7)], 0.92857142857131
MA_QAOA, 2, False , [(0, 1), (1, 2), (1, 3), (3, 4), (4, 5), (5, 6), (5, 7)], [(0, 1), (1, 2), (1, 3), (3, 4), (4, 5), (5, 6), (5, 7)], [(0, 1), (1, 2), (1, 3), (3, 4), (4, 5), (5, 6), (5, 7)], 0.9285714285040133
MA_QAOA, 2, False , [(0, 1), (1, 2), (1, 3), (3, 4), (4, 5), (5, 6), (5, 7)], [(0, 1), (1, 2), (1, 3), (3, 4), (4, 5), (5, 6), (5, 7)], [(0, 1), (1, 2), (1, 3), (3, 4), (4, 5), (5, 6), (5, 7)], 0.9285714285560791
